,회의번호,대수,회의구분,회수,차수,회의연도,안건,발언자,발언순번,sent_raw,sent_id
167,78,1,본회의,제1회,제78차,1948,2. 대통령시정방침연설 ,국무총리 이범석,10,주권은 오로지 삼천만 민족에게 있고 모든 정치적 경제적 사회적 문화적 권리와 책임이 기본적으로 만민에 균등한 국가인 것입니다.,71
168,78,1,본회의,제1회,제78차,1948,2. 대통령시정방침연설 ,국무총리 이범석,10,"국권의 완전 회복과 국제승인  다 아시는 바와 같이 8월 12일 이후 미국과 중국은 이미 사실상 우리 대한민국을 승인하였고, 지난 8월 19일에는 극동 우호국가로서 과거 우리와 처지를 같이 하던 비국(比國)의 승인을 얻었으며, 국제연합조선위원단 역시 전폭적 지지를 불사하는 이며, 타면(他面) 미군정은 8월 15일로서 일단 종결을 고하였고, 그간 군정의 행정권 이양에 관한 협정이 한미 공동회담을 주축으로 하여 우호리에 순조로히 9월 11일에 조인되었으니 여기에 민국 국권은 완전히 회복되었다는 것을 확신하는 바입니다.",72
169,78,1,본회의,제1회,제78차,1948,2. 대통령시정방침연설 ,국무총리 이범석,10,대체 국가 기본정강은 앞서 말한 바와 같이 이미 공포된 헌법에 그 정신과 추향(趨向)이 소명(昭明)하나니 맛당이 국민주권의 제헌정신을 준수하고 중앙 지방의 유사(有司) 동료의 지교협심(指敎協心)의 협심을 얻어 만씨영생공락(萬氏永生共樂)의 민족 국가 건설에 전심할 뿐입니다.,73
170,78,1,본회의,제1회,제78차,1948,7. 한글전용법안 제1독회,주기용 의원,122,이것은 옛날 군주 전제시대에 통용할 수 있는 말이지만 국민이 주권을 잡고 있는 민주주의 국가에서는 결단코 이러한 전제주의 귀족적인 문자를 사용해서는 절대로 되지 않을 줄로 생각하는 바이올시다.,74
171,78,1,본회의,제1회,제78차,1948,7. 한글전용법안 제1독회,권태희 의원,124,"한 가지는 잃었던 국권을 다시 찾으며 잃었던 정부를 다시 찾은 이 마당에 있어서 우리글을 값있게 쓰고 살자고 하는, 다시 말하면 우리나라 글을 우리나라의 공용문서에 사용하자고 하는 것을 말씀드립니다.",75
172,78,1,본회의,제1회,제78차,1948,7. 한글전용법안 제1독회,권태희 의원,124,"여러분 국토를 찾고 국권을 찾은 이 마당에 우리의 국문인 우리의 한글을 우리 민중 전체가 알아들을 수 있고, 볼 수 있고, 쓸 수 있고, 이해할 수 있는 이 글을 우리나라의 문서로 삼는다는 것은 한마디라도 반대할 이유가 없을 것입니다.",76
173,81,1,본회의,제1회,제81차,1948,2. 각부장관의시정방침연설,내무부장관 윤치영,37,"그러나 종전의 예를 보건대 민권 옹호를 빙자하야 불온한 언동으로써 민심을 미혹 교란하는 불순분자가 민경 이반을 책동한 사실이 있음에 빛추어 양민에 대한 경찰의 태도는 친절 정녕(叮寧)할 것이나 치안교란을 목적으로 하는 언동을 감행하는 자에게는 추상같은 태도가 있을 뿐이며, 이러한 조치만이 우리 국권을 옹호하며 백성을 보호하는 유일의 진로이며 이것이 곧 민주경찰의 본질이라고 생각합니다.",77
174,83,1,본회의,제1회,제83차,1948,1. 각부장관의시정방침연설,체신부장관 윤석구,9,기본방침  첫째로 긴요한 시책은 통신의 자주권 확립에 있읍니다.,78
175,83,1,본회의,제1회,제83차,1948,1. 각부장관의시정방침연설,체신부장관 윤석구,9,단기 4237년 「한국통신기관위탁에 관한 약정서」의 약정에 의하여 한국 통신의 자주권을 상실하고 해방 당시까지의 40여 년과 해방 후 군정 3년을 거처 지난 9월 13일로써 통신의 자주권을 획득하였다고 하지마는 전기통신사업에 있어서는 완전한 자주권은 얻지 못한 현상에 있읍니다.,79
176,83,1,본회의,제1회,제83차,1948,1. 각부장관의시정방침연설,체신부장관 윤석구,9,그러나 이 문제도 목하 양수(讓受) 계약체결이 진행 중에 있으니 가까운 장래에 우방 각국과 통신조약을 체결하므로써 통신의 완전한 자주권을 확립하여 국제친선과 민국 문화 발전에 이바지하고자 합니다.,80
177,83,1,본회의,제1회,제83차,1948,1. 각부장관의시정방침연설,체신부장관 윤석구,9,그러자 단기 4237년 「한국통신위탁에 관한 약정서」에 의하여 한국의 우편사업은 일본 우정청 산하에 흡수당하여 해방 당시까지 40여 년과 해방 후 군정의 3년을 거처 지난 9월 13일로서 통신의 자주권을 획득하였읍니다.,81
178,83,1,본회의,제1회,제83차,1948,1. 각부장관의시정방침연설,체신부장관 윤석구,9,"전신전화사업에 대한 당면 시책을 말하면,  (二) 당면시책  (1) 통신 자주권 확립  해방 후 군정하에 전신전화사업이 부진하였던 원인은 민생문제, 자재 부족, 기술 부족 외에 국가주권을 회복치 못한 실망에 기인한 종업원의 성의 부족과 혼란한 정치적 환경이 초래한 사상적 분열과 및 통신의 자주권을 획득치 못한 데 있었읍니다.",82
179,83,1,본회의,제1회,제83차,1948,1. 각부장관의시정방침연설,체신부장관 윤석구,9,"대한민국이 엄연히 국권을 회복한 금일 통신의 완전한 자주권을 획득코자 정부 수립 이래 해외 전기 통신에 대한 시설과 기술의 준비를 완료하였으며, 일방 중국과 미국에 상호 체신 개시를 교섭한 결과 중국에 있어서는 우선 제1차로 상해와 10월 중순경에 시험 통신을 하게 되었읍니다.",83
180,88,1,본회의,제1회,제88차,1948,2. 지방행정조직법안 제2독회,신광균 의원,83,"또 그다음에는 여보세요 밤낮 우리가 민주주의다 그저 민주주의다 국민의 권리는, 주권은 국민으로부터 발한다 밤낮 떠들었자 이번에 이 법을 통과한다고 하면 아무 소용이 없겠어요.",84
181,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,대통령 이승만,15,그렇게 해서 우리가 서로 존경하는 것으로 우리나라를 존경하고 우리 국권을 존경해서 건설해 나가는 것으로 인연해서 우리가 다 잘 되어 나가는 것으로 해서 마음속에 대립되어 가지고 나가는 것을 피해야 되는 것을 여러분에게 간절히 말씀드립니다.,85
182,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,대통령 이승만,15,그렇게 해서 지금 어려운 이 기회에 유엔이라든지 각국 사람들의 의논이 되어 가는 자리에서 문제가 되어서 조선 사람들은 정권을 맡어 가지고서 저이끼리 나라를 국권을 세워 나갈 힘이 없다는 소리가 나지 않도록 맨드는 것을 여러분이 제일 중요한 것으로 생각하셔야 애국하는 본의(本意)요 국회의원의 직책으로 먼저 힘쓰시는 것으로 우리가 알어요.,86
183,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,대통령 이승만,23,무슨 말인고 하니 우리 한국 정부가 국권을 찾은 뒤에 친일분자를 악질분자를 처단할 것입니다.,87
184,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,대통령 이승만,23,만일 그렇지 않으면 우리 땅 국권 찾는 데 방해할 우려가 있는 까닭으로 해서 이렇게 해야 된다고 정부에서 주장해 온 것입니다.,88
185,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,대통령 이승만,23,또 반역분자들이 국권 찾는 일을 방해하려면 얼마든지 할 수 있는 것을 여러분이 알어야 될 것입니다.,89
186,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,홍성하 의원,30,더우기 이런 신문에서는 주권이 대통령에게 있다는 이러한 말까지 게재된 신문이 있읍니다.,90
187,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,홍성하 의원,30,주권은 인민에게 있고 대통령에게는 없읍니다.,91
188,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,홍성하 의원,30,절대로 우리나라 헌법에는 주권은 우리 인민 개인 개인에게 있는 것으로 대통령도 국민의 한 사람으로서 주권을 가질 수도 있지만 통할적으로 가진 사람은 아닙니다.,92
189,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,김상돈 의원,36,여기서 본 의원이 지적하려니와 헌법에 주권은 누가 가지고 있읍니까?,93
190,97,1,본회의,제1회,제97차,1948,2. 시국수습대책에관한결의안,김상돈 의원,36,인민 자체가 주권자의 하나라는 것을 우리가 생각한다고 하면 그 정부가 민간에게 위반될 필요가 없다 할진데 얼마든지 개조할 수 있다는 것을 알어야 될 것입니다.,94
191,99,1,본회의,제1회,제99차,1948,1. 시국수습대책에관한결의안이송의건,이항발 의원,5,국권을 문란케 하였읍니다.,95
192,99,1,본회의,제1회,제99차,1948,2. 국가보안법안 제1독회,백관수 의원,13,그 형법으로 인해서 이 법문에 사형 이하에 무기 유기가 있는 줄로 생각합니다마는 내란죄라는 것은 국토를 참절(摲切)하거나 또는 정부를 전복하거나 또한 국권을 문란한 그러한 행동으로 폭동을 하는 행위를 내란죄로 규정할 수가 있읍니다.,96
193,99,1,본회의,제1회,제99차,1948,2. 국가보안법안 제1독회,백관수 의원,13,즉 일반으로 보통 정부를 전복할 행위를 한다든지 국토를 참절한다든지 국권을 문란 하는 행위는 물론 국가 존립상 큰 관계인 까닭에 범죄 한 자를 반드시 내란죄로 일반 현행 하는 형법규정에 의지해서 내란죄로 처단하게 될 것입니다.,97
194,99,1,본회의,제1회,제99차,1948,2. 국가보안법안 제1독회,백관수 의원,13,그러므로 이 국가보안법에는 그것을 널 필요가 없다 또 말씀하면 이 법을 만드는 취지가 오늘 우리나라 현상에 있어서 더욱 여수 순천 방면에 반란사건에 빛추어서 이러한 불순한 생각을 가지고 파괴행위를 하는 그러한 결사란다든지 그러한 집단이라든지 그러한 것을 취체할 목적으로 이 법을 만든 까닭에 그 이상 폭력행위를 해 가지고 폭동을 해서 그 목적이 정부를 전복한다든지 어떠한 국권을 문란 한다든지 그러한 행위는 이 법에 특별히 규정을 하지 않더라도 일반 형법에 규정할 수가 있읍니다.,98
195,99,1,본회의,제1회,제99차,1948,2. 국가보안법안 제1독회,검찰총장 권승렬,44,그 점으로 봐서 오늘날 우리나라 정세를 말할 것 같으면 좀 약한 법령을 만들어서 국권을 통일하고 소위 정부와 국가의 신립(新立)을 반대하는 것을 제재하는 것이 요청되리라고 생각합니다.,99
196,101,1,본회의,제1회,제101차,1948,2. 국군조직법안 제1독회,최윤동 의원,18,그것은 어제도 말씀이 많이 있었읍니다마는 군인사와 군정을 분리한다 하드라도 그 나라에 주권이라든지 정책을 힐난하는 이게 아니라 말하자면 한 나라의 통수권은 한 나라의 주권자에 한한 것입니다.,100
197,101,1,본회의,제1회,제101차,1948,2. 국군조직법안 제1독회,신성균 의원,41,역시 우리 민주주의 국가에 있어서는 인민이 그 주권을 가젔다면 민의를 신장하는 정부와 기구를 조직하지 않으면 안 되리라고 생각합니다.,101
199,102,1,본회의,제1회,제102차,1948,2. 국군조직법안 제2독회,지청천 의원,84,그런데 정부안은 대통령의 통수권을 대행하고 침범할 만한 주권계획(主權計劃)이 생겨서 되지 않은 통수권이 마련된 것입니다.,102
200,105,1,본회의,제1회,제105차,1948,1. 국가보안법안 폐기에 관한 동의안,김인식 의원,9,우리나라가 그야말로 전시상태가 아니고 38선이 없는 그야말로 신생한 대한민국인 동시에 남한에 있는 이 정부가 중앙정부라고 자타가 인정하고 세계만방이 우리 정부를 승인하는 이 마당에 있어서 38선이 없고 이북에 있는 김일성파가 남한에 있는 우리 헌법을 무시하고 또 우리 국회의원을 그야말로 매국노라 이러한 말이 없다면 이러한 법률도 필요 없읍니다마는 그네들은 8․25선거 이후 헌법을 제정하기를 그네들은 남한에 있는 모든 법률도 모든 이 주권을 부인하였읍니다.,103
